Drug:0 CCC[N+]#[C-]
Drug:2173 [H]N1C(=O)N([H])[C@@]2(O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C1=O
Drug:2174 CN1C[C@@H](C=C2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
Drug:2175 CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)OC)OC)OC
Drug:2176 CCCCCC1=CC=C(C=C1)C(=O)N(CC1=CC=C(C=C1)C1=CC=C(CC(=O)OC)C=C1)C1CCN(CC2=NC=CN2)CC1
Drug:2177 [H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1
Drug:2178 CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
Drug:2179 NNCCC1=CC=CC=C1
Drug:2180 CC1=NC2=C(CSCC2)C(=O)N1
Drug:2181 [H][C@@](CCCC)(NC(=O)OC1(CC2=CC=CC=C2)CCCC1)C=O
Drug:2182 OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
Drug:2183 C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O
Drug:2184 [H][C@](N)(CC1=CC=CC=C1)C(=O)OC
Drug:2185 OC(=O)C1=CC(NC2=C(C(=O)NC2=O)C2=CC(Cl)=CC=C2)=CC=C1Cl
Drug:2186 CN[C@H](C)CC1=CC=CC=C1
Drug:2187 [H]N(CC(O)=O)C(=O)C1=CC=C(C=C1)C(=O)N([H])[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](C(C)C)C(=O)C(F)(F)F
Drug:2188 CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
Drug:2189 [Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O
Drug:2190 [H][C@](C)(N)COC1=C(C)C=CC=C1C
Drug:2191 CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1
Drug:2192 N[C@@H](CCC(=O)N[C@@H](CS[C@@H](CO)COC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O
Drug:2193 CN1CC2C(C1)c1cc(Cl)ccc1Oc1ccccc21
Drug:2194 CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
Drug:2195 [H][C@@](O)(CC[C@@]1([H])[C@@]([H])(C)C=CC2=C[C@]([H])(C)C[C@]([H])(OC(=O)[C@@]([H])(C)CC)[C@]12[H])C[C@@]([H])(O)CC(O)=O
Drug:2196 [Fe++].[O-]C(=O)CCC([O-])=O
Drug:2197 CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1
Drug:2198 [H][C@@](COCCCCCCCC)(COP(O)(=O)OCCN)OP(O)(=O)CCCCCCC
Drug:2199 C[C@@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
Drug:2200 CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
Drug:2201 CC(C)(C)OC(=O)N[C@@H](CC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CCCCNC(=O)OCC1=CC=CC=C1)C(=O)OC(C)(C)C
Drug:2202 NNC(=O)C1=CN2C=CC3=C(C=CC=C3)C2=N1
Drug:2203 [H][C@]1(O)CN[C@]([H])(CC2=CC=C(OC)C=C2)[C@]1([H])OC(C)=O
Drug:2204 [H][C@](N)(CC1=C(O)C=C(O)C(N\C(COC2=CC=C3C=CC=CC3=C2)=C\C=O)=C1)C(O)=O
Drug:2205 CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
Drug:2206 O=C(O)\C=C(/C)\C=C\C[C@]1(C)CC2=C(CCCC2(C)C)C1=C
Drug:2207 S
Drug:2208 N[C@@H](CCCC[B-](O)(O)O)C(O)=O
Drug:2209 CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
Drug:2210 C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C
Drug:2211 Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
Drug:2212 COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O
Drug:2213 [H]\C(COCC)=C(\[H])C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=C(NC(C)C)C=C1)C1=CC=C(NC(C)C)C=C1
Drug:2214 CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
Drug:2215 [H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC)C(C)(C)CO[P@]([H])(O)=O
Drug:2216 [H][C@](C)(C1=CC=CN1)C1=C2C=C(O)C=CC2=NC1=O
Drug:2217 CCNC(=O)[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N
Drug:2218 [H]N([C@@H]1CO[C@H](CO)C1)C(=O)[C@H](OCC1=CC=CC=C1)[C@H](O)[C@@H](O)[C@@H](OCC1=CC=CC=C1)C(=O)N([H])[C@@H]1[C@H](O)CC2=CC=CC=C12
Drug:2219 CCC1(CC)C(=O)NCC(C)C1=O
Drug:2220 [NH3+]CCCCO
Drug:2221 [H]N1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1[C@H](O)N=CN2[H]
Drug:2222 CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N
Drug:2223 CCCN[C@H]1CCc2nc(N)sc2C1
Drug:2224 CCCCC/C=C\C/C=C\CCCCCCCC(=O)O.CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
Drug:2225 [H][C@]1(O)CN(CC2=CNC3=C2N=CN=C3N)C[C@]1([H])CSCC1=CC=CC=C1
Drug:2226 COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1
Drug:2227 [H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
Drug:2228 CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O
Drug:2229 [H][C@@](CC)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)C1=CC2=C(NC=C2)C=C1
Drug:2230 N[C@@H](CC1=CONC1=O)C(O)=O
Drug:2231 NCCOC(=O)CC1=C2C=CC=CC2=CC=C1
Drug:2232 OC(=O)C1=C(NS(=O)(=O)C2=CC=C(Cl)C=C2)C=CC(Br)=C1
Drug:2233 NC(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C(N=O)C(N)=N2)C=C1
Drug:2234 [H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=C(I)S1
Drug:2235 C1CCC2=C(P(C(=C2C1)C1=NC=CC=C1)C1=CC=CC=C1)C1=NC=CC=C1
Drug:2236 COC1=CC2=C(CN(CCC3=CC=C(NC(=O)C4=CC(OC)=C(OC)C=C4NC(=O)C4=CN=C5C=CC=CC5=C4)C=C3)CC2)C=C1OC
Drug:2237 COc1cc[nH]c1\C=C1/C(=O)Nc2ccc(F)c(C#C[C@H](O)[C@H](N)[C@H](C)O)c12
Drug:2238 C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
Drug:2239 NCC1(CC(O)=O)CCCCC1
Drug:2240 OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)C1=CNC2=C1N=CNC2=O
Drug:2241 CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2
Drug:2242 COC1=C(CNC(=O)C2=C(C)N([C@H](C)C3CCN(CC(F)(F)F)CC3)C3=CC=CC=C23)C(=O)NC(C)=C1
Drug:2243 [H][C@@](CC(C)C)(NC(=O)C1=CC=CO1)C(=O)N[C@@]([H])(CC1=CNC2=C1C=CC=C2)P(O)(O)=O
Drug:2244 C(CCCN1C=CN=C1)CCN1C=CN=C1
Drug:2245 NC(=O)C1=C(N)N=C2OC3=C(C=C(F)C=C3)C(=O)C2=C1
Drug:2246 [H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O
Drug:2247 OC1=CC=C(C=C1O)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Drug:2248 CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(OC)C=C1
Drug:2249 CN(C1=CC=NN1C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C)C=C1
Drug:2250 NC(=N)N1C=C2C=CC=C(C2=N1)[N+]([O-])=O
Drug:2251 FC(F)(F)C1=CC=CC(=C1)C1=NN=C2C=CC(NC3CCCCC3)=NN12
Drug:2252 BrC1=NNC2=C1C=CC=C2N(=O)=O
Drug:2253 C[S@@](=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC(I)=CC=C1)C1=CC=NC=C1
Drug:2254 ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1
Drug:2255 N=C1NC(=O)\C(S1)=C/C1=CC=CC=N1
Drug:2256 CCC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CO4)C(C)=C([C@@H](O)C(=O)[C@]12C)C3(C)C
Drug:2257 [H]N1C(=O)N(CCC[C@@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Drug:2258 O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O
Drug:2259 CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O
Drug:2260 COC1=CC2=C(SCCN(C2)C(=O)CCN2CCC(CC3=CC=CC=C3)CC2)C=C1
Drug:2261 CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Drug:2262 [H]C(N)(COC(O)=NCCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCCN=C(O)C3=CC(=CC(OC4([H])OC([H])(CO)C([H])(O)C([H])(O)C4([H])O)=C3)N(=O)=O)CC2)C(=O)C1=O)COC(O)=NCCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCCN=C(O)C3=CC(=CC(O[C@@]4([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C3)N(=O)=O)CC2)C(=O)C1=O
Drug:2263 C[C@H](NC1=NC(=O)[C@](C)(S1)C(F)(F)F)C1=C(F)C=CC=C1
Drug:2264 CC(C)(C)NCC(O)C1=CC=CC=C1Cl
Drug:2265 CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12
Drug:2266 [C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O
Drug:2267 COP(=O)(OC)OC=C(Cl)Cl
Drug:2268 O.O.[98Tc].CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC
Drug:2269 C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C
Drug:2270 CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
Drug:2271 CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
Drug:2272 OC(=O)C1=CC(C(O)=O)=C(C=C1C(O)=O)C(O)=O
Drug:2273 CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O
Drug:2274 [H][C@@](NC(=O)OC(C)(C)C)(C=O)C1CCCCC1
Drug:2275 [H][C@@]12C[C@@](CO)(CO[C@]1([H])C1=CC=C(O)C=C1)CC=C2C
Drug:2276 [H][C@]1(C)CCCC[C@]1([H])OC1=CC=CC(C2=NC3=C(N2)C=C(F)C(=C3)C(N)=N)=C1O
Drug:2277 O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
Drug:2278 C1=CC(=C(C=C1C=O)O)O
Drug:2279 NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Drug:2280 [H][C@@](N1C=NC2=NN(C=C2C1=S)[C@@]1([H])C=CN(C=C1C([O-])=N)[C@]1([H])O[C@]([H])(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])([O-])[C@]2([H])[O-])[C@@]([H])(O)[C@@]1([H])O)(C(=O)N1CCCCCC1)C1=CC=CC=C1
Drug:2281 CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
Drug:2282 NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
Drug:2283 [H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@]2([H])C[C@@]([H])(N=N2)[C@]1([H])C(\[H])=C(/[H])CCCCCC
Drug:2284 COC1=C(F)C=C(C=C1)C1=C(Cl)N=CN1C1=CC=C(C=C1)S(N)(=O)=O
Drug:2285 [H][C@@](CC(O)=O)(C[N+](C)(C)C)OC(=O)CCCCCCC
Drug:2286 CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
Drug:2287 COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
Drug:2288 NC1=CC=C(C=C1)C(=O)NCC(O)=O
Drug:2289 [H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSC(=O)\C=C\C4=CC=C(C=C4)N(C)C)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
Drug:2290 [H][C@](N)(CC(C)C)CN1CCC[N@@]2CCC[C@@]12[H]
Drug:2291 [H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CC[C@@H](F)C(O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
Drug:2292 [O-]S(=O)(=O)[O-].[Na+].[Na+]
Drug:2293 CC(C)C1=C2N=C(N[C@H]3CC[C@H](N)CC3)C=C(NC3=CC=C(C=C3)S(=O)(=O)N(C)C)N2N=C1
Drug:2294 [H][C@@](CCCCN)(NC(=O)[C@]1([H])CCCN1C(=O)[C@@]([H])(CC1=CC=CC=C1)NC(C)=O)B(O)O
Drug:2295 [H][C@@](O)(CC(=O)CCCCC(O)=O)\C=C/C\C=C/CCCCC
Drug:2296 CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Drug:2297 [H][C@]1(NC(=S)NC(C)=C1C(=O)OCC)C1=CC=CC(O)=C1
Drug:2298 CCC[C@@H](C1=CN=CC=C1)NC2=NC(=NC=C2C)C3=CC(=C(C=C3)NC(=O)NCC)OC
Drug:2299 CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
Drug:2300 CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1
Drug:2301 CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1
Drug:2302 [H]N([H])C(\CC1=C(Cl)C=CC=C1Cl)=N/C(=S)N([H])C1=CC=C(C=C1)C#N
Drug:2303 [H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F
Drug:2304 CC1=CC(C)=C(C=C1)C(=O)OCC1=CC=C(C=C1)[C@@H](CN)C(=O)NC1=CC=C2C=NC=CC2=C1
Drug:2305 CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1
Drug:2306 [H][C@]1(CN(C(=O)C1)C1=CC=C(C=C1)C(C)=O)C(O)=O
Drug:2307 CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1
Drug:2308 CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
Drug:2309 [H]N=C([H])CN
Drug:2310 CCCC(=O)SCC[N+](C)(C)C
Drug:2311 [H]N([H])CCCC(=O)N([H])[C@@H](CSCC1=CC=C(OC)C=C1)C(=O)N([H])CC(O)=O
Drug:2312 COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1
Drug:2313 NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC2=C(C=C1)C=C(C=C2)C(N)=N
Drug:2314 O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1OP(O)(O)=O
Drug:2315 CCCCN1C(CC2=CC3=C(OCO3)C=C2)=NC2=C(N)N=CN=C12
Drug:2316 CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O)N=C(N)N
Drug:2317 CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O
Drug:2318 NC(=N)C1=CC=C(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)C=C1
Drug:2319 CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=N3)=C2)=CC(=C1)C(F)(F)F
Drug:2320 CC1=CC=CC2=C1CCNC2=O
Drug:2321 CN(C)C1=CC=C(C=C1)C1=C(N=CN=C1N)C#CC1=CC=C(N=C1)N1CCOCC1
Drug:2322 [H]N1C2=C(N(CCCOP(O)(O)=O)C(=O)N2C[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)N([H])C1=O
Drug:2323 CC1=NN=C(O1)C1=CC=C(C(C)=C1)C1=CC(=CC=C1C)C(=O)NC1CC1
Drug:2324 NC1=NC(=O)N2CC12
Drug:2325 OCCONC(=O)C1=CC=C(F)C(F)=C1NC1=CC=C(C=C1F)C#C
Drug:2326 CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
Drug:2327 NC1=C(OCC2=CC=CC3=CC=CC=C23)C=CC=N1
Drug:2328 OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2C(Cl)=N1
Drug:2329 NC(CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(OC4OC(CO)C(O)C(O)C4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O)CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O
Drug:2330 COC1=CC=C(OC2=CC=CC3=NC(N)=NC(N)=C23)C=C1
Drug:2331 [H]\C(=N/O)C1=CC=C(C=C1)[C@@]1([H])C[C@@]2(C)[C@@]([H])(CC[C@]2(COC)OC)[C@]2([H])CCC3=CC(=O)CCC3=C12
Drug:2332 COc1cc(ccc1-c1ccccc1)[C@H](C)C#Cc1c(C)nc(N)nc1N
Drug:2333 CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
Drug:2334 CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
Drug:2335 OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O
Drug:2336 OC(=O)C1=CC=C(C=C1)C1=CNC2=C1C=C(C=N2)C1=CC=CC=C1
Drug:2337 CC1=NC(C(=O)NCC(O)=O)=C(O)C2=CC=C(OC3=CC=CC=C3)C=C12
Drug:2338 [H][C@](CO)(NC(=O)C(Br)Br)[C@]([H])(O)C1=CC=C(C=C1)[N+]([O-])=O
Drug:2339 NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)N(C(CN1CCOCC1)=C2)C1=CC(O)=CC=C1
Drug:2340 CCC[C@]1(C)SC(NC2CCCCCCC2)=NC1=O
Drug:2341 CCOCCOCCOCCOCCOCCOCCOCCOCCO
Drug:2342 CNC(C)Cc1ccc2OCOc2c1
Drug:2343 C[C@](O)(CBr)CCO[P@](O)(=O)OP(O)(O)=O
Drug:2344 [H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
Drug:2345 [H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(NCC4=CC=CC=C4)N=CN=C23)[C@]([H])(O)[C@]1([H])O
Drug:2346 NOCC(O)=O
Drug:2347 CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
Drug:2348 [H][C@](C)(CNS(C)(=O)=O)C1=CC=C(C=C1)C1=CC=C(C=C1)[C@@]([H])(C)CNS(C)(=O)=O
Drug:2349 CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
Drug:2350 CO[C@@H]1C[C@@H](N(C1)C(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(cc1F)-n1ccccc1=O
Drug:2351 [H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C
Drug:2352 C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O
Drug:2353 COC1=CC=C(O)C=C1NC(=O)NC(=O)C1=CC=C(F)C=C1Cl
Drug:2354 CCCCCCC#CC1=CC=CC=C1\C=C\C(O)=O
Drug:2355 CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
Drug:2356 [H]N([C@H](COCCCCCCCCCCCCCCCCCC)COP(O)(=O)OCCSC)C(C)=O
Drug:2357 [H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=NC=CC(=N1)N([H])C1=C(Cl)C=CC(Cl)=C1
Drug:2358 CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
Drug:2359 [H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C)[C@@]1([H])CC[C@@]([H])(CC1)N(C)C(C)=O
Drug:2360 [H][C@@]1(C)CCC2=C(C1)C(C(=O)N(CC)CC)=C(NC(=O)C1=CC=CS1)S2
Drug:2361 [H]N(CCCCCC(=O)N([H])[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)OC
Drug:2362 CCOC(=O)C1=CC=C(OCCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1
Drug:2363 [H][C@@]1(O)C[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])C
Drug:2364 [H][C@]12CC[C@]([H])(C1)[C@](N)(C(=O)C1=CC=CC=C1)[C@]2([H])C1=CC=CC=C1
Drug:2365 CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
Drug:2366 CC1(C)CCC2=C(O1)C1=CC=CC=C1C(=O)C2=O
Drug:2367 C[C@H](NC1=NC(=O)[C@](C)(S1)C(F)(F)F)c1ccccc1F
Drug:2368 CC[C@@H](CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2
Drug:2369 [H][C@@]1(C[C@]1(CC1=CC=C(OCC2=CC(C)=NC3=C2C=CC=C3)C=C1)C(=O)OC)C(=O)NO
Drug:2370 CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C
Drug:2371 FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F
Drug:2372 [H][C@]1(CN(C)C2=CC(OC)=C(OC)C(OC)=C2)CCC2=C(C1)C(N)=N[C@]([H])(N)N2
Drug:2373 COC1=NC(C)=NC(Cl)=C1NC1=NCCN1
Drug:2374 CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
Drug:2375 COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CS1
Drug:2376 COC1=C(C2=C(C=C1O)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O
Drug:2377 CC(=O)NO
Drug:2378 C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O
Drug:2379 NC1=NC(=S)C2=C(N1)N=CN2
Drug:2380 [H][C@@]1(NC(=S)N(C)C(C)=C1C(=O)C1=CC=CC=C1)C1=CC(O)=CC=C1
Drug:2381 COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Drug:2382 CSCCCCCCN=C=S
Drug:2383 [H][C@@]1(O)[C@]([H])(O)[C@]([H])(NCC2=CC=CC=C2)[C@@]([H])(SC)[C@]1([H])O
Drug:2384 CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSc3nc(=O)c(=O)[nH]n3C)=C(N2C1=O)C(O)=O)c1csc(N)n1
Drug:2385 COC(=O)/C=C/C1=CC=C(C=C1)O
Drug:2386 [H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC
Drug:2387 CCCO
Drug:2388 N[C@@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12
