Drug:0 CC1=CN=C2N1C=CN=C2NCC1=CC=NC=C1
Drug:1366 [H][C@@]1(O)CN(CCCC2=CC=CC=C2)C[C@]([H])(CO)[C@@]1([H])O
Drug:1367 OC(=O)\C=C\C(O)=O
Drug:1368 [H][C@@](O)(CO)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(C)[C@@]([H])(N[C@@]3([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O)[C@]([H])(O)[C@@]([H])(O)C=O
Drug:1369 CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
Drug:1370 [H][C@]1(CO)O[C@@]([H])(C2=NC3=C(N2)C=C(C)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
Drug:1371 C[C@H](CC1=CC=CC=C1)N(C)CC#C
Drug:1372 NC(=N)NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1
Drug:1373 [H][C@@](O)(CO)CCONC1=C(NC2=CC=CC=C12)C1=C2C=CC=CC2=NC1=O
Drug:1374 NCCC1=CC(O)=C(O)C=C1
Drug:1375 OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
Drug:1376 CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(/C=C2\NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O
Drug:1377 [H][C@@](C)(N=C(O)[C@]([H])(CC1=CC=C(O)C=C1)N=C(O)OCC1=CC=CC=C1)C(=O)CF
Drug:1378 [H][C@@](CC(=O)N1C[C@@]2([H])CCCC[C@@]2([H])C1)(CC1=CC=CC=C1)C(O)=O
Drug:1379 [H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=C(OC)C=C1)C(=O)NC
Drug:1380 [H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1
Drug:1381 COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
Drug:1382 COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
Drug:1383 [H][C@]1(C)SC(=O)NN=C1C1=CC2=C(C=C1)N(CCC2)C(=O)C1=CC(OC)=C(OC)C=C1
Drug:1384 CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
Drug:1385 ClC1=CC=CC(CNCCC2=CC=C(NC(=N)C3=CC=CS3)C=C2)=C1
Drug:1386 [H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
Drug:1387 CCCCCCCCCCCC[P+](C)(C)CC(P(O)(O)=O)P(O)(O)=O
Drug:1388 CN(C1CCCCC1)C(=O)CCN1CC2=CC(=CC=C2N=C1N)C(=O)C1=CC=CC=C1
Drug:1389 CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1
Drug:1390 CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
Drug:1391 [H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21
Drug:1392 CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
Drug:1393 CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1
Drug:1394 [H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C
Drug:1395 CN1N=NC2=C(N=CN2C1=O)C(N)=O
Drug:1396 [H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=C(C)C=C1
Drug:1397 N[C@@H](CC1=CC=CS1)C(O)=O
Drug:1398 CC[N+]#C
Drug:1399 N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O
Drug:1400 OC(O)(C1=CC=C(S1)C(=O)N1CCN2C(C1)=NC=C2C1=CC=CC=C1)C(F)(F)F
Drug:1401 CC1=C(CC(N)=O)C2=C(C=CC(OCCCP(O)(O)=O)=C2)N1CC1=CC=CC=C1
Drug:1402 C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O
Drug:1403 CNC[C@H](O)C1=CC(O)=CC=C1
Drug:1404 ONC(=O)CCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N
Drug:1405 CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
Drug:1406 OC1=CC=C(C(=O)C2=CC=CC=C2)C(=C1O)[N+]([O-])=O
Drug:1407 CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O
Drug:1408 CC(C)N1N=C(C2=C1N=CN=C2N)C1=CC=CC(O)=C1
Drug:1409 CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Drug:1410 [Li+]
Drug:1411 [H][C@]1(CCCN1C(=O)CNC1CCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
Drug:1412 [H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CCN)C=C1)C(=O)NO
Drug:1413 CN1C=NC2=C1N=C(NCCO)N=C2NCC1=CC=CC=C1
Drug:1414 CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
Drug:1415 CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1
Drug:1416 [H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)C1=O
Drug:1417 CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O
Drug:1418 [H][C@@](C)(CC1=CC=CC=C1)N(C)CC=C
Drug:1419 CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
Drug:1420 C(CN1CCNCC1)NC1=C2C(OC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1
Drug:1421 CCC1=C(O)C=C(O)C(=C1)C1=NNC=C1C1=CNC=N1
Drug:1422 [H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
Drug:1423 [H][C@@](CN)(CC(O)=O)C1=CC=C(Cl)C=C1
Drug:1424 [H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1
Drug:1425 CC1=C(OC[C@@H]2CCCN2)C=CC=N1
Drug:1426 FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
Drug:1427 NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Drug:1428 NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H]2O[V](=O)(=O)O[C@H]12
Drug:1429 CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1
Drug:1430 CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Drug:1431 [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C
Drug:1432 [H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=C(Cl)C=C(F)C=C1)S(C)(=O)=O
Drug:1433 OC(=O)C1=CN(N=C1)C1=CC=CC=C1
Drug:1434 CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1
Drug:1435 COC1=CC(N)=C(OC)C(CCOC(=O)C2=C(O)C=C(O)C(Cl)=C2)=C1OC
Drug:1436 OC1=CC=C(C=C1)C1=CC=C2C(C=CC(O)=C2Cl)=C1
Drug:1437 N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1
Drug:1438 [H][C@@]1(CO)CC[C@@]([H])(O1)N1C=NC2=C1N=C(Cl)N=C2N
Drug:1439 CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O
Drug:1440 CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
Drug:1441 [H][C@]1(O)C[N@]2[C@@]([H])(C1)[C@]1([H])C(=O)N(CC3=CC=C4OCOC4=C3)C(=O)[C@]1([H])[C@]2([H])C1=CC=C(C=C1)C(N)=N
Drug:1442 CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1
Drug:1443 CCCCCCCCOCCOCCOCCOCCOCCO
Drug:1444 [H][C@](NC(=O)OCC1=CC=CC=C1)(C(C)C)[P@@](O)(=O)O[C@]([H])(C(O)=O)C1=CC(CN)=CC=C1
Drug:1445 [H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O
Drug:1446 OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1
Drug:1447 [H][C@](C)(COC1=CC(=CC(C)=C1)C(=O)N(CC)C(C)C)NC1=CC=NC=C1
Drug:1448 [H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
Drug:1449 CC1=CN=C(NCC(F)(F)C2=CC=CC=N2)C(=O)N1CC(=O)NCC1=C(F)C=CC=N1
Drug:1450 FC(F)OC(Cl)C(F)(F)F
Drug:1451 [H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)COC(=O)C(C)(C)C
Drug:1452 [H][C@]1(C)O[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N
Drug:1453 CC1=C(C)C(OCCCC(O)=O)=CC=C1NC(=O)NC(=O)C1=CC=C(Cl)C=C1Cl
Drug:1454 CNC(C)CC1=CC2=C(OCO2)C=C1
Drug:1455 [H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3
Drug:1456 CN1C=NC2=C1C(=O)NC(=O)N2C
Drug:1457 OS(=O)(=O)CCNC1CCCCC1
Drug:1458 NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[W](O)(O)=O)[C@H](O)[C@H]1O
Drug:1459 CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1
Drug:1460 [H][C@@]1(C)C[N@@]1C1=CC(=O)C2=C(C(CO)=C(N2C)C2=CC=CC=C2)C1=O
Drug:1461 CCCN[C@H]1CCC2=C(C1)SC(N)=N2
Drug:1462 C[C@H](NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1=C(F)C(F)=CC(F)=C1F
Drug:1463 COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
Drug:1464 OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
Drug:1465 OC(=O)CCCCCCCCCCCBr
Drug:1466 CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
Drug:1467 COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1
Drug:1468 IC1=CC=C(NC(=O)NC2CCCCC2)C=C1
Drug:1469 OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O
Drug:1470 CNC(C)CCC=C(C)C
Drug:1471 [H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O
Drug:1472 OC(=O)CCC1=CNC2=CC=CC=C12
Drug:1473 CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
Drug:1474 [H][C@]1(O)CN[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O
Drug:1475 O=C1NC2=C(N1)C(=O)NC(=O)N2
Drug:1476 CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
Drug:1477 O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O
Drug:1478 [H]\C(C)=C(/N)CCC(O)=O
Drug:1479 [H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O
Drug:1480 CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O
Drug:1481 N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
Drug:1482 [H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1
Drug:1483 N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
Drug:1484 OC[C@@H](O)CC1=CC=CC=C1
Drug:1485 OC(=O)C1=CCCNC1
Drug:1486 [H][C@](CC(C)C)(N(CC1=CC=CC=C1)[P@](C)(=O)C1=CC=CC=C1)C(=O)NO
Drug:1487 CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
Drug:1488 [H][C@@](CCCN)(NC(=O)[C@]1([H])CCCN1C(=O)[C@@]([H])(CC1=CC=CC=C1)NC(C)=O)B(O)O
Drug:1489 C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
Drug:1490 [H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1
Drug:1491 CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
Drug:1492 O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12
Drug:1493 CNC(=O)C1=CC=C(C)C(=C1)N1C(C)=CC(OCC2=C(F)C=C(F)C=C2)=C(Br)C1=O
Drug:1494 CCC(O)=O
Drug:1495 [H][C@]1(O)C[C@@]([H])(O[C@]1([H])CN1CCCCC1)N1C=C(C)C(=O)NC1=O
Drug:1496 [H][C@](CC1=CC(Br)=C(C=C1)C(F)(F)P(O)(O)=O)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1
Drug:1497 C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Drug:1498 CC1=NC=C(COP(O)(O)=O)C(CO)=C1O
Drug:1499 [H][C@]1(COP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O
Drug:1500 CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
Drug:1501 CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
Drug:1502 NS(=O)(=O)C1=NN=C(S1)C1=CC=CC=C1Cl
Drug:1503 CCCN1CCC(CC1)C1=NC2=C(N1)C(=CC=C2)C(N)=O
Drug:1504 NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2
Drug:1505 NCC1=CC=C(O1)C1=CC=CN=C1
Drug:1506 COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
Drug:1507 ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1
Drug:1508 CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
Drug:1509 NC(=O)OC1(CCCCC1)C#C
Drug:1510 OC1=CC(O)=C2C(CC(=O)CCC\C=C\CCOC2=O)=C1Cl
Drug:1511 OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
Drug:1512 CC1=C(F)C(OC2=CC(=CC=C2)C(N)=N)=[NH+]C(OC2=CC=CC(=C2)C(N)=N)=C1F
Drug:1513 C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1
Drug:1514 CCS\C(N)=N\C1=CC=CC=C1
Drug:1515 OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Drug:1516 CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1
Drug:1517 CC(C)(C)N1[NH+]=C(C2=C1N=CN=C2N)C1=CC=C(Cl)C=C1
Drug:1518 COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2
Drug:1519 C\C=C\C[C@]([H])(C(C)=O)N1N=NC(=C1)[C@](C)(C(C)C)NC(=O)C1=CC=CC=C1
Drug:1520 CC1=NC=C(COP(O)(O)=O)C(CN)=C1O
Drug:1521 [H][C@@](O)(CN1C=NC2=C(N)N=CN=C12)[C@@]([H])(O)C(O)=O
Drug:1522 CN(C)CC1=CC=C(O1)C1=CC=CN=C1
Drug:1523 [H]N([H])C1=C(SC(N([H])C2=CC(Cl)=CC=C2)=[N+]1[H])C(=O)C1=CC=C(F)C=C1
Drug:1524 CC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(O)=C2)=NC=C1
Drug:1525 [H][C@@](CCCNC(N)N)(NC(=O)[C@@]([H])(NC(=O)CCC(C)C)C(C)C)C(=O)C1=NC=CS1
Drug:1526 CCCCNC1=CC(C)=NC2=NC(NC3=CC(Cl)=CC=C3C)=NN12
Drug:1527 [H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12CCOCC1=CC(F)=CC(F)=C1
Drug:1528 OCCS
Drug:1529 [H][C@](NCC1=CC=CC=C1)(C1=CC=CC=C1)P(O)(O)=O
Drug:1530 OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC(=CS1)C1=CC=CC=C1Cl
Drug:1531 CC(=O)NC1=CC=C(O)C=C1
Drug:1532 [H][C@@]1(NC(=S)N(C)C(C)=C1C(=O)C1=CC=CC=C1)C1=CC(O)=CC=C1
Drug:1533 CCCCCCCCCCCCC(O)=O
Drug:1534 CCCCN1C(CC2=CC3=C(OCO3)C=C2)=NC2=C(N)N=CN=C12
Drug:1535 OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
Drug:1536 [H][C@]1(CCCN1)C1=CC(NC(=O)NC2=CC=CC3=C2[C@]2([H])CCCN2C3=O)=NN1
Drug:1537 NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1
Drug:1538 [H][C@](N)(COP(O)(=O)OC(C)C)C(O)=O
Drug:1539 C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
Drug:1540 [H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1(O)[C@]([H])(OC)C(=O)CC[C@@]1(C)O
Drug:1541 [H][C@@](CC1=CC=CC(=C1)C(N)=N)(NC(=O)CNS(=O)(=O)C1=CC=C(C)C=C1)C(=O)OC
Drug:1542 CN[C@@H](C)CC1=CC=CC=C1
Drug:1543 [H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
Drug:1544 [H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
Drug:1545 CN(CC(O)=O)C(N)=N
Drug:1546 [H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N=C(C)O
Drug:1547 FC1=CC=C(C=C1)C(=O)C1=CC=NC=C1
Drug:1548 NC(=N)SCCC1=CC(CCSC(N)=N)=CC=C1
Drug:1549 [H][C@]1(C\C=C\CCCC(O)=O)C=CC(=O)\C1=C/C=C/CCCCC
Drug:1550 [H][C@](CC1=CC=CC=C1)(NC(=O)OCC)C(=O)N1CCC[C@@]1([H])C(=O)NNCCCCN
Drug:1551 OCCSSCCO
Drug:1552 NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
Drug:1553 CN1N=CC2=C1C(NCCC1=CN=C(NC(=O)NC3=CC=CC(=C3)C(F)(F)F)S1)=NC=N2
Drug:1554 OCCONC(=O)C1=CC=C(F)C(F)=C1NC1=CC=C(C=C1F)C#C
Drug:1555 CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O
Drug:1556 COC1=CC=C(C=C1OC1CCCC1)C(=O)NC1=C(Cl)C=NC=C1Cl
Drug:1557 [H][C@](CCCCC(O)=O)(CCSCN)SSCCO
Drug:1558 N[C@@H](CC\C=C\[B-](O)(O)O)C(O)=O
Drug:1559 CC1=CC(I)=C(O)C(=C1)C(=O)NC1=CC(Cl)=C(C=C1)C(N)=N
Drug:1560 CCOC(=O)CCC1=CC=C(C=C1)S(N)(=O)=O
Drug:1561 [H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@]1([H])[C@@]([H])(CO)O[C@@]([H])(N2C=NC3=C(N=CN=C23)N(C)C)[C@]1([H])O
Drug:1562 CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
Drug:1563 [H][C@]1(C)CN(C(=O)C2=C(Cl)C=C3N(C)C=C(C(=O)C(=O)N(C)C)C3=C2)[C@]([H])(C)CN1CC1=CC=C(F)C=C1
Drug:1564 [H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(OC[C@@]3([H])O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O
Drug:1565 CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
Drug:1566 [H]N1C=C(C[N+]2([H])C[C@H](O)[C@@H](CO)C2)C2N=CN([H])C(=O)C12
Drug:1567 OC(=O)[C@@H]1CCC(=O)N1
Drug:1568 COC1=CC=C2NC(=O)\C(=C/C3=CN=CN3)C2=C1
Drug:1569 ClCCN(CCCl)P1(=O)NCCCO1
Drug:1570 [H][C@@](CC1=CNC2=CC=CC=C12)(NS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1)C(O)=O
Drug:1571 [H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
Drug:1572 [H][C@@]1(O)C[C@@]([H])(O[C@]2([H])O[C@@]([H])(C)[C@@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OCCCCCCCC)O[C@]1([H])CO
Drug:1573 CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1
Drug:1574 [H][C@@](CC1=CC=C(OCCN2C3=C(OC4=C2C=CC=C4)C=CC=C3)C=C1)(OCC)C(O)=O
Drug:1575 NCCNS(=O)(=O)C1=CC=C(Cl)C2=C1C=NC=C2
Drug:1576 C[N+]#[C-]
Drug:1577 NC1=NC(=O)C2=C(N1)N=CN2
Drug:1578 CC1=C(C2=CC3=C(C=C2)N=C(N)N=C3)C(=O)N(C=C1)C1=CC(=CC=C1)C(F)(F)F
Drug:1579 [H][C@]1(N)CN(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)C1=CC(=NC=N1)C1=CC=C(OC)N=C1
Drug:1580 [H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1
Drug:1581 COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1
Drug:1582 NCC1=CC=C(C=C1)C(=O)N1CCC2(CC1)NC1=CC=CC(F)=C1C(N)=N2
